Brookvin,Brookvin,
Mezquila Bar & Restaurant,NF,
Black Horse Pub,Black Horse Pub,
Gnarly Eats,Gnarly Eats,
Athena Mediterranean Cuisine,Athena Mediterranean Cuisine,
Rana Fifteen,NF,
Blueprint,Blueprint,
Brooklyn Bodega Sub Hub,NF,
Couleur Café,NF,
no. 7,NF,
Surfish Bistro,Surfish Bistro,
Arden,NF,
The Canary,The Canary,
Bunny,Bunny,
Kissa Kissa,NF,
Sweet Brooklyn Bar And Grill,NF,
Bar Camillo,Bar Camillo,
Akara House,Akara House,
Altar,Altar,
La Ñapa,NF,
Mayfield,Mayfield,
The Swan,The Swan,
Taqueria Milear,Taqueria Milear,
Hart's Restaurant,NF,
Peaches HotHouse,Peaches Hothouse,
Cornbread Brooklyn,NF,
Daphne's,NF,
Izakaya Tenzo,NF,
Little Grenjai,Little Grenjai,
Golda,Golda,
The Grotto,NF,
The Taco Bar,NF,
Le Baobab Gouygui 2,NF,
Brown Butter,Brown Butter,
D'Antan,D'Antan,
Ursula,NF,
Maya Congee Cafe,NF,
Ras Plant Based,Ras Plant Based,
Agi's Counter,NF,
Sista's Place,NF,
Brooklyn Noosh,Brooklyn Noosh,
Corto,NF,
Cafe Mado,Cafe Mado,
Lowerline,Lowerline,
Nostrand Cafe,Nostrand Cafe,
Wadadli Jerk,Wadadli Jerk,
Dar525,Dar525,
Cafe Rue Dix,Cafe Rue Dix,
Medusa The Greek,NF,
Bar Goto Niban,NF,
Miti Miti,NF,
Mr Bao,NF,
Bogota Latin Bistro,Bogota Latin Bistro,
Piccola Cucina Casa,NF,
Strange Delight,NF,
Charm Bar & Restaurant,NF,
Hollow Nickel,Hollow Nickel,
Insa,Insa,
Sofreh,NF,
Rucola,Rucola,
Muteki Udon,Muteki Udon,
Siempre,Siempre,
Endswell Bar & Bistro,Endswell Bar & Bistro,
Threes Brewing,Threes Brewing,
Gowanus Gardens,Gowanus Gardens,
Bricolage,Bricolage,
Evalyn's Tap House,Evalyn'S Tap House,
Gahm By Mokbar,NF,
Rice & Miso,NF,
Wasan Brooklyn,Wasan Brooklyn,
Haenyeo,Haenyeo,
Public Records,NF,
Black Oak on Fifth,NF,
That Bar,That Bar,
Nenes Taqueria,Nenes Taqueria,
Choco Mania,Choco Mania,
El Zason,El Zason,
Werkstatt,Werkstatt,
Sammich Shop,Sammich Shop,
Hamilton's,Hamilton'S,
Batata,Batata,
Della valle,NF,
Taqueria Restaurante Mi Barrio,Taqueria Restaurante Mi Barrio,
Jiku Wicked Wings & Korean Grub,NF,
Wheated,Wheated,
Parlay,NF,
Lea,Lea,
Suzy's Roti Parlour,Suzy'S Roti Parlour,
Sonia Cafe,NF,
PiCH,NF,
Der Pioneer,Der Pioneer,
Bonafini,Bonafini,
A Crab Seafood,NF,
Bad Therapy,NF,
Mimi's Brooklyn,NF,
Hot Bagels,Hot Bagels,
Peppa's Jerk Chicken Restaurant,Peppa'S Jerk Chicken Restaurant,
Sawasde Thai Cooking,Sawasde Thai Cooking,
Gyro Cafe,Gyro Cafe,
Taste Yummy,Taste Yummy,
Cafe Tibet,Cafe Tibet,
Primavera Restaurant,Primavera Restaurant,
Shashlik House,Shashlik House,
The Astarita,NF,
Hot Space,Hot Space,
The King of Fish,The King Of Fish,
L'Wren,L'Wren,
The King Of Meat,NF,
Orchid Tea Dim Sum Cafe 8 Ave,NF,
Simon's BBQ II,Simon'S Bbq Ii,
Flaming Mountain Hot Pot,NF,
Din‘s Kitchen,NF,
Chuan Tian Xia - Brooklyn,NF,
Xia Chao,NF,
Pho 60,Pho 60,
Xun Yu Si Kao,NF,
Yozi Noodles,NF,
Parc Oasis Oyster Bar,NF,
Shokunin BBQ,Shokunin Bbq,
Kings Kitchen,Kings Kitchen,
Tacos El Bronco,Tacos El Bronco,
Hainan Chicken House,Hainan Chicken House,
Ba Xuyen,NF,
Cuci Burger,NF,
Nightingale Lounge & Bar,NF,
Wu La Bu Huan,Wu La Bu Huan,
Unique J Kitchen and Bakery,NF,
MD Fried Chicken,NF,
YiPoh Kitchen Asian Cuisine,NF,
XiangJu XiangGuoLiLa,NF,
Yun Nan Flavor Garden,NF,
Jalapeños,NF,
MOMO Test Kitchen,Momo Test Kitchen,
Tea and Milk,Tea And Milk,
The Brooklyn Firefly,The Brooklyn Firefly,
Soup on Soup,Soup On Soup,
Yafa Cafe,Yafa Cafe,
Japanese Bite Stand YAMADA,NF,
Wingstop,Wingstop,
Slimak,NF,
Kimchi Kooks Kate's Kitchen,NF,
Fu Shen Restaurant,NF,
Fa Fa Room,NF,
Ejen Korean Comfort Food,NF,
Lucky Zhang 888,NF,
PIER 53 Coffee & Sandwich Shop,Pier 53 Coffee & Sandwich Shop,
To Date Japanese Food,To Date Japanese Food,
Tacos Los Poblanos,NF,
Tofu Stall,NF,
Restaurant On 58 St,NF,
Marian’s,NF,
The Broadway,The Broadway,
Sunrises/Sunsets,NF,
Peri Peri Grill House,NF,
Buntopia,NF,
Zatar,Zatar,
Mai Tais Tiki Bar,NF,
Soldier Jerk Center And Restaurant,NF,
Bushwick Public House,Bushwick Public House,
Maite,Maite,
Lori Jayne,NF,
The Buren,The Buren,
Chez Alex,Chez Alex,
Rosie Pizza Bar,Rosie Pizza Bar,
Guacuco Bed-Stuy,NF,
Carmentas Italian Specialties,NF,
Sonbul at Burly,NF,
TØRST,NF,
The Esters,The Esters,
Forma Pasta Factory,Forma Pasta Factory,
Chiko,Chiko,
Paulie Gee's,NF,
Oxomoco,Oxomoco,
El Pingüino,NF,
Kinoko,NF,
Five Leaves,NF,
Sereneco,Sereneco,
El Born,El Born,
Karczma,Karczma,
Di An Di,Di An Di,
The Noble,The Noble,
Gator,Gator,
Elder Greene,Elder Greene,
Chinta Thai,NF,
Greenpoint Fish & Lobster,NF,
Lovebirds,Lovebirds,
Taqueria Ramirez,Taqueria Ramirez,
Verge,Verge,
ACRE,Acre,
Dar 525,Dar 525,
The Brew Inn,The Brew Inn,
The Blue Light Speak Cheesy,NF,
Pierozek,Pierozek,
One Elleven,One Elleven,
Skovorodka,NF,
Makan House,Makan House,
Joe's of Avenue U,NF,
Sweetspot Cafe,NF,
Castell's Restaurant,NF,
Wheeler's Restaurant,NF,
Living Room Restaurant & Lounge,NF,
Grizzly Coffee,NF,
TONE-CAFE,NF,
LOFT by Hot Potato House,NF,
Boutique Butcher,NF,
Cafe Euroasia,Cafe Euroasia,
Izakaya Sushi & Lounge,Izakaya Sushi & Lounge,
GOSHT,NF,
Lavash Uz N1,NF,
Vinny's Lunchbox,Vinny'S Lunchbox,
Anthony's Place,Anthony'S Place,
The B’aluk’s Cravings,NF,
Wildberry,NF,
Crab Du Jour,Crab Du Jour,
All In Cafe,NF,
Wise Bar & Grill,NF,
Chateau De Capitaine,Chateau De Capitaine,
Zinger Halal Express,Zinger Halal Express,
Marson Caffè,NF,
New Emerald Fortune,NF,
Omakase Sushi By Hiro,Omakase Sushi By Hiro,
Pho Vietnam,NF,
Avocados Mexican grill,Avocados Mexican Grill,
Tasty House,Tasty House,
Parkview Diner,NF,
U Bar & Restaurant,U Bar & Restaurant,
Crab House Brooklyn,NF,
Liman Restaurant,Liman Restaurant,
Oceanview Cafe,NF,
Zula,Zula,
KPOT Korean BBQ & Hot Pot,Kpot Korean Bbq & Hot Pot,
Teura Italian Restaurant,NF,
Gargiulo's,NF,
Doña Zita Mexican Restaurant,NF,
Opera Cafe,Opera Cafe,
Roll-N-Roaster,Roll-N-Roaster,
Hook & Reel Cajun Seafood & Bar,Hook & Reel Cajun Seafood & Bar,
Buck-it,NF,
Anyway Beach Cafe,Anyway Beach Cafe,
ChowTime,Chowtime,
Tatiana Restaurant,Tatiana Restaurant,
Nathan's Famous,Nathan'S Famous,
PJs On The Bay,NF,
Vis à Vis Restaurant and Lounge,NF,
Ruby's Bar & Grill,NF,
Petes Clam Stop,NF,
Beyti Turkish Kebab,NF,
Hello Bar Bk,NF,
Pomo,Pomo,
Amy Thai Bistro,Amy Thai Bistro,
Balboa Restaurant,Balboa Restaurant,
Bomberino,Bomberino,
Gruit,NF,
PLG Coffee House and Tavern,Plg Coffee House And Tavern,
Miss Barb’s Bk,NF,
The Green Room,NF,
K Lo K Bowls,NF,
Bijou BK,NF,
Mockingbird,NF,
Honey Badger,NF,
Wizard Hat Pizza,NF,
Jerusalem Falafel House,Jerusalem Falafel House,
Franklin820,NF,
Corner Pizza And Wine,NF,
Red Brick Cafe,NF,
Edie Jo's,Edie Jo'S,
Patrick Steakhouse,Patrick Steakhouse,
Ix Restaurant,NF,
Slow Loris,Slow Loris,
Risbo,Risbo,
Ma’s Soul Food Plus,NF,
Irie Jerk,NF,
The Westbury Inn,The Westbury Inn,
Eastern Parkway BBQ Man,NF,
Moe's Pastrami & Burger,Moe'S Pastrami & Burger,
Kulushkat,Kulushkat,
YKA Vibes Restaurant Bar and Grill,NF,
Barboncino Pizza & Bar,NF,
Ital Kitchen,Ital Kitchen,
Yummy Chinese Resturant,NF,
Bunnan,Bunnan,
Am Thai Bistro,Am Thai Bistro,
MangoSeed Restaurant,NF,
Flaming Grill & Buffet,NF,
La Cabana Rodriguez - Rodriguez Fried Chicken,NF,
Las Chelitas,Las Chelitas,
eylul haVin,NF,
Uncle Foon’s Kitchen,NF,
Viva Mexico Mexican Restaurant,NF,
Apizza,NF,
Big 5 Seafood Restaurant,Big 5 Seafood Restaurant,
Annabelle's Pastaria,NF,
The Gather Inn Again,The Gather Inn Again,
Lokum,NF,
Patrizia's Of Sheepshead Bay,NF,
Rocca Cafe Lounge,NF,
Surf & Turf,NF,
Sky Wise Lounge,NF,
FalafaLafa Marine Park,NF,
Jannat Aden Restaurant,Jannat Aden Restaurant,
Plum Restaurant and Lounge,NF,
Brennan & Carr,Brennan & Carr,
Soup N Burger,Soup N Burger,
Nick's Lobster House,NF,
Shepherd’s Cup,NF,
Clemente's Maryland Crabhouse,NF,
Fantom,Fantom,
Terra Cafe,NF,
Gulchatay Restaurant,NF,
Masal Plus,NF,
Raising Cane's Chicken Fingers,Raising Cane'S Chicken Fingers,
El Mexicano Restaurant & Coffee,NF,
Loqma Cafe,Loqma Cafe,
MOMO Hibachi Steak House & Bar,NF,
Randazzo's Clam Bar,Randazzo'S Clam Bar,
Mouette,Mouette,
Phở Hoài,NF,
Umi Sushi & Seafood Buffet,NF,
Nargis Cafe,Nargis Cafe,
Bordeaux,Bordeaux,
Taquitos Mexico,NF,
My House Burgers & Shakes,NF,
Marine Deli and Grill,NF,
Didi Restaurant,NF,
Essen NY Deli,NF,
Munch Street Food,NF,
Istanblue Kebab House,Istanblue Kebab House,
El Mexicano Restaurante & Cafe,El Mexicano Restaurante & Cafe,
Margez Grill House,Margez Grill House,
Taste of Akko,Taste Of Akko,
Yi's Sandwich Shop,NF,
Cabana Lounge,NF,
Falafel Tanami,Falafel Tanami,
Taci's Beyti,NF,
Focaccia Pizza,NF,
Sweetness,NF,
Atlas Steakhouse,Atlas Steakhouse,
1012 Kitchen,1012 Kitchen,
McDonald Avenue Diner,Mcdonald Avenue Diner,
Brooklyn Ice House,Brooklyn Ice House,
San Pedro Inn,NF,
Bar Mario,Bar Mario,
The Good Fork Pub,NF,
Defonte's,NF,
Cafe Spaghetti,Cafe Spaghetti,
Luana’s Tavern,NF,
Somtum Der Redhook,NF,
Hoek Pizza,NF,
The Black Flamingo,The Black Flamingo,
Aromi,Aromi,
Jalopy Tavern,Jalopy Tavern,
Cafe Nalex,NF,
Ugly Baby,Ugly Baby,
Rua Thai Restaurant,NF,
Cremini's - Aperitivo & Kitchen,NF,
Taco Vista,NF,
Lucali,Lucali,
Emma's Torch,Emma'S Torch,
Red Hook Food,NF,
Boran,NF,
Gitano Island,NF,
Farina,NF,
Big Tiny,Big Tiny,
Sea & Soil,NF,
Brooklyn Crab,Brooklyn Crab,
Bar Bête,NF,
Breakfast by Salt’s Cure,NF,
Frankies 457 Spuntino,NF,
Barely Disfigured,NF,
UnTable,Untable,
Mazzat,Mazzat,
Gus’s,NF,
Cafe Kestrel,NF,
Avlee Greek Kitchen,Avlee Greek Kitchen,
El Olomega,NF,
Lemongrass Brooklyn,NF,
Mi Casa Argentina,NF,
Frying Pan  Brooklyn,NF,
Industry City,NF,
Bangkok BAR,Bangkok Bar,
Mama Lupita's Bistro,Mama Lupita'S Bistro,
Ends Meat,NF,
Ayat - Brooklyn,NF,
Wakuwaku,NF,
Sahadi's - Industry City,NF,
Cafe Nube,Cafe Nube,
Obentoyasan,Obentoyasan,
Molkajete Restaurant & Bar,NF,
Sushi Uesugi,NF,
Taza Mkt,Taza Mkt,
Twist Seafood Restaurant & Bar,NF,
Ramen Setagaya,NF,
Japan Village,NF,
Panchitas Place,NF,
Kotti Berliner Döner Kebab,NF,
Antojitos BK,Antojitos Bk,
Eat Street NYC,Eat Street Nyc,
Empanada Papa,NF,
Sunset Park Diner & Donuts,Sunset Park Diner & Donuts,
Zona Sur Bar Bistro,NF,
Lioni Hero Sunset,NF,
Sonora,Sonora,
Cuts & Slices,Cuts & Slices,
Mac Shack,NF,
Chez Oskar,Chez Oskar,
Che,Che,
Early Yves,Early Yves,
Peaches,Peaches,
Dong Fang Kitchen,NF,
Rita & Maria,Rita & Maria,
Xcellent Soul Food,Xcellent Soul Food,
Gerizim Burger Factory,NF,
Bakery by Textbook,Bakery By Textbook,
Anmwey Eatery,Anmwey Eatery,
Frida,NF,
Samarkand Nights,NF,
Main House BBQ,NF,
Il Posto,Il Posto,
George's Luncheonette,NF,
Fontanas's,NF,
Ichimoku Ramen,NF,
Dolce Vita,Dolce Vita,
MEGUMI OF JAPAN,NF,
Mis Taquitos,Mis Taquitos,
Panino Rustico of Mill Basin,NF,
Duet Bakery and Restaurant,NF,
Jersey Mike's Subs - Coming Soon,NF,
La Villa Pizzeria & Restaurant,NF,
Richards Restaurant and Bar,NF,
Pizza D'Amore,Pizza D'Amore,
Munch N’ Out,NF,
Spread Love & Eat,Spread Love & Eat,
Next Door,NF,
Signature,NF,
Yiasou Estiatorio,NF,
Sea Pearl,NF,
Burchak Pide,NF,
Baku Palace Restaurant,NF,
Boss Burger NYC,NF,
Omar Khayyam,NF,
Sofram,NF,
Boardwalk Beer Garden,NF,
Jimmy's Famous Heros,NF,
Georgian Star,Georgian Star,
Kosan Asian Fusion,Kosan Asian Fusion,
L'Algeroise Plus,NF,
Bamboo Garden,NF,
Delicious,Delicious,
Rockaway gourmet deli and grocery,NF,
Atlantis Diner,Atlantis Diner,
EKO Restaurant,NF,
Original Pizza,Original Pizza,
Yummy Taco,Yummy Taco,
Yard Style Jamaican Restaurant,NF,
Chloe's Restaurant & Lounge,NF,
Teriyaki Bowl,Teriyaki Bowl,
La Baguette Shop,La Baguette Shop,
Bebe Fritay,Bebe Fritay,
Peppa’s Jerk Chicken,NF,
La Tranquilite L'Impressioniste Restaurant,NF,
Crab Du Jour Cajun Seafood & Bar,NF,
Bear Burgers,Bear Burgers,
Honey Bee's Kitchen,Honey Bee'S Kitchen,
Mami's Nature Juice Bar & Cafe,NF,
De Islands,De Islands,
New Lin Wang,NF,
Maria's Restaurant and Coffee Shop,NF,
Sunset Bagels Cafe & Grill,Sunset Bagels Cafe & Grill,
Tastee Pattee,NF,
Jamaican Flavors,Jamaican Flavors,
Keep It Natural ,NF,
Yummy Yummy Chinese Restaurant,NF,
Chloes,NF,
Armando's Pizza,Armando'S Pizza,
Richard's Diner,NF,
Rock'n Hot Chicken,NF,
Sarku Japan,Sarku Japan,
Canarsie Super Express Deli,NF,
Dougie's Jamaican Cuisine,NF,
Peaceful Take Out,NF,
Abe's Pagoda Bar,NF,
Queen,Queen,
Heavy Woods,Heavy Woods,
Bulbap Grill,Bulbap Grill,
Taqueria al Pastor,Taqueria Al Pastor,
Sea Wolf - Bushwick,NF,
Gordo's Cantina,NF,
Marie’s,NF,
Santa Salsa,Santa Salsa,
Palmetto,Palmetto,
La Cumbanchita ,NF,
Amaranto Mexican Restaurant,NF,
Inca Chicken,Inca Chicken,
The Turk's Inn,NF,
Ops,Ops,
Fish sauce,Fish Sauce,
The Wheelhouse,NF,
Blue Hour,NF,
Alegria,NF,
Vacations,NF,
La Isla,La Isla,
La Cantine,La Cantine,
The Seneca,The Seneca,
Falansai,Falansai,
Cafe Mez,Cafe Mez,
Strange Flavor Burger Shack,NF,
Tchoup Shop,NF,
Velma,NF,
Olmsted,Olmsted,
Leland Eating and Drinking House ,NF,
Puerto Viejo,NF,
Alta Calidad,Alta Calidad,
Lincoln Station,Lincoln Station,
"Ciao, Gloria","Ciao, Gloria",
Little Egg,Little Egg,
Muse,Muse,
Otway,Otway,
Brooklyn's Homeslice Pizzeria,NF,
LaLou,Lalou,
The Nuaa Table,The Nuaa Table,
Cheryl's Global Soul,Cheryl'S Global Soul,
Buffalo Wild Wings,Buffalo Wild Wings,
Leave it 2 Leva,NF,
Chick-fil-A,Chick-Fil-A,
Smashburger,Smashburger,
Boston Market - 3303,NF,
Red Crab Juicy Seafood,NF,
Olive Garden Italian Restaurant,NF,
Chen's Garden,Chen'S Garden,
Golden Krust,NF,
China Star,China Star,
Red Lobster,Red Lobster,
Applebee's Grill + Bar,NF,
Panera Bread,Panera Bread,
Armandos Pizza,NF,
Pizza Studio,Pizza Studio,
What's A Bagel,NF,
Charleys Cheesesteaks,Charleys Cheesesteaks,
Sally’s Restaurant,NF,
Dave & Buster's,Dave & Buster'S,
Dave & Buster's Brooklyn,NF,
Juicy King Crab Express,Juicy King Crab Express,
Tastee Express,NF,
KFC,Kfc,
IHOP,Ihop,
White Castle,White Castle,
Panda Kitchen,Panda Kitchen,
Crown Fried Chicken,Crown Fried Chicken,
ShopRite of Gateway Center,NF,
Five Guys,Five Guys,
Little Caesars,Little Caesars,
Tee’s Plant Base Kitchen,NF,
Leo's Truck,NF,
Wings Out,NF,
Domino's Pizza,Domino'S Pizza,
Kennedy Chicken,Kennedy Chicken,
M Hra of Nyc,NF,
Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,
Subway,Subway,
Papa Johns Pizza,Papa Johns Pizza,
Royal Pizzeria Restaurant,NF,
Renova Deli,NF,
Gino's Pizza,Gino'S Pizza,
Santiago Deli,NF,
Hangry,NF,
Luigi's Restaurant & Bar,NF,
Chicky’s,NF,
Chapli & Chips,NF,
Elsie Lane,NF,
Crabtree's Restaurant,NF,
Moe's Halal Food,NF,
Taco Express,Taco Express,
MD Noodle House,NF,
Kuttanadan Indian Restaurant,Kuttanadan Indian Restaurant,
Chick-N-Rice,Chick-N-Rice,
K. Pacho,NF,
Galo Tavern 18,Galo Tavern 18,
Tony’s Panini Grill,NF,
Vegan On The Fly,Vegan On The Fly,
Bia Vietnamese Restaurant & Bar,Bia Vietnamese Restaurant & Bar,
BC Bistro,NF,
Mann Sarka,NF,
Uno Mexican Grill,Uno Mexican Grill,
Halal-N-Out,NF,
Trinity Restaurant & Bar,NF,
Namaste Indian Restaurant,NF,
Haveli Indian Restaurant & Lounge,NF,
Nancy's Restaurant,Nancy'S Restaurant,
rose Valley caKes,Rose Valley Cakes,
Aanch Asian Fusion,NF,
Eggholic,Eggholic,
Torigo Japanese Restaurant,NF,
Shawarma Pita,NF,
Hamza & Madina,NF,
Santoor Indian Restaurant,NF,
Guac Shop Mexican Grill ,NF,
Iavarone Italian Kitchen,NF,
Tasty Cow,NF,
Halal Chef,Halal Chef,
Green Olive Pizza & Falafel,NF,
Cheung Khei Restaurant,Cheung Khei Restaurant,
VIP Grille,NF,
Cafe Kiskeya,Cafe Kiskeya,
Tex's Chicken & Burgers,Tex'S Chicken & Burgers,
Halal Mix,NF,
Amore Pizza,NF,
Hillside Dosa Hutt,Hillside Dosa Hutt,
House Bellrose,NF,
Tony's Tacos - Floral Park,NF,
Usha Foods,NF,
El Nopal of Floral Park,NF,
Prode,NF,
Tandoori Pizza,NF,
Besito Mexican Restaurant,NF,
Gatsby's Landing,Gatsby'S Landing,
Anytime Kitchen Fort Lee,NF,
Herb&Olive,NF,
Gulp,NF,
Dirty Taco And Tequila - Port Washington,NF,
Tonchin,NF,
City Island Yacht Club,NF,
Pio Pio,Pio Pio,
Schultzy's Restaurant,NF,
The Buoy Bar,NF,
Gyu-Kaku Japanese BBQ,Gyu-Kaku Japanese Bbq,
JoJu,Joju,
Daesung Korean Noodle,NF,
Don Peppe,Don Peppe,
Nettie’s Restaurant,NF,
Grotta Di Fuoco,NF,
A-Churrasqueira Restaurant & Bar,NF,
The Snug,NF,
Adam's Chicken & Pocha,Adam'S Chicken & Pocha,
Butler's Flat,NF,
Inca Paisa,Inca Paisa,
Wild Honey,NF,
Thai Social,Thai Social,
Nanshan Hot Pot,NF,
Driftwood,Driftwood,
O Mandarin,NF,
The Flying Fox Tavern,The Flying Fox Tavern,
Cuzco 41,NF,
Fogo de Chão Brazilian Steakhouse,NF,
The Beast Next Door,The Beast Next Door,
Side Hustle,Side Hustle,
Red Sorghum 夜宴,NF,
Jora,NF,
The Alcove,NF,
Rice Thief,NF,
R40,R40,
Lighthouse Rooftop,Lighthouse Rooftop,
American Brass,American Brass,
Han Dynasty - Long Island City,NF,
Izakaya Fuku,Izakaya Fuku,
4747 LIC,NF,
KAM RAI THAI,NF,
Jing Li,Jing Li,
Fer,Fer,
Go Nonna,Go Nonna,
Brooklyn Lantern,Brooklyn Lantern,
Vert Frais,Vert Frais,
Takumen,Takumen,
Trestle,NF,
Casa Enrique,Casa Enrique,
Meju,Meju,
Tozton,Tozton,
Izakaya Noname,NF,
Maiella,Maiella,
Kora,NF,
JoyPot,Joypot,
Levante,Levante,
Newa Chhe,Newa Chhe,
Sofun Noodle Bar,Sofun Noodle Bar,
Rincón Melania,NF,
Suzuki Shokudo,Suzuki Shokudo,
Arcadia Bar & Kitchen,NF,
Anassa Taverna Astoria,Anassa Taverna Astoria,
Edge of Astoria,NF,
Il Nonno,Il Nonno,
Palermo Restaurant & Bar,Palermo Restaurant & Bar,
Vesta,NF,
Blue Sea Taverna,NF,
Meet The Meat,Meet The Meat,
Inca Paisa restaurant,NF,
Astoria Provisions,Astoria Provisions,
Döner Haus,NF,
Roti Boti,NF,
KAL,Kal,
Trattoria Ora,Trattoria Ora,
Sweet Afton,Sweet Afton,
Compton's,Compton'S,
Red Fish,NF,
Fresco's Cantina,Fresco'S Cantina,
Zen Astoria,Zen Astoria,
Crepe House,Crepe House,
The Bonnie,The Bonnie,
Backyard Smokehouse,NF,
Brooklyn International Cafe,NF,
Astoria Taco Factory,Astoria Taco Factory,
Pot Liquor and Cornbread,NF,
Twisted Mexican Grill,Twisted Mexican Grill,
Sophistian Pizzeria,NF,
Notable,Notable,
Halsey's,NF,
Nisi Estiatorio,NF,
Pita Hot,NF,
Bar Dalia,Bar Dalia,
Verse Cafe,NF,
INFINITEA NY,Infinitea Ny,
Ovelia,NF,
Butcher Bar,Butcher Bar,
Orale Tacos,Orale Tacos,
Krob Kreung Krob Ros,NF,
Macoletta Brick Oven Pizzeria,Macoletta Brick Oven Pizzeria,
Elysian Cafe,Elysian Cafe,
The Shady Lady,The Shady Lady,
Chubby Burgers & Chicken,Chubby Burgers & Chicken,
Mimoza Restaurant & Lounge,NF,
Agnanti,NF,
El Rey Restaurant,NF,
Jimbos Restaurant and Bar,NF,
Sugar Freak,Sugar Freak,
La Vecina,La Vecina,
The Brewery Bar & Kitchen,NF,
Blackbird's Bar & Restaurant,NF,
Vite Vinosteria,NF,
Max Bratwurst und Bier,NF,
BOSKÉ,NF,
Riviera Maya,NF,
Merguez & Frites,NF,
Ma LaLa,NF,
Mum Feteer,NF,
DiWine,Diwine,
Levant,NF,
The Wolfhound,The Wolfhound,
Oliver's Astoria,Oliver'S Astoria,
La Tiendita Taqueria,La Tiendita Taqueria,
Le Petit Pêcheur,NF,
District Saigon,District Saigon,
Milkflower,NF,
Ramro,Ramro,
Taco Tumba,Taco Tumba,
Tepeztate Mexican Restaurant,NF,
Dillingers Pub & Grill,Dillingers Pub & Grill,
Il Bambino,Il Bambino,
The Grand,The Grand,
Slappin Chick,Slappin Chick,
Zyara Restaurant,Zyara Restaurant,
Pye Boat Noodle,Pye Boat Noodle,
Seaside NYC,Seaside Nyc,
Agua Clara,NF,
Yes Mama Wine Bar,NF,
Ruta Oaxaca Mexican Cuisine,Ruta Oaxaca Mexican Cuisine,
Via Trenta Osteria,NF,
Pelicana Chicken,Pelicana Chicken,
Bajeko Sekuwa,Bajeko Sekuwa,
Mad For Chicken - Sunnyside,NF,
Belo,NF,
Seoul Bystro,NF,
Taqueria Santa Fe,Taqueria Santa Fe,
The Lowery Bar & Kitchen,The Lowery Bar & Kitchen,
SoleLuna Restaurant,NF,
Ida's Nearabout,Ida'S Nearabout,
Sotto Le Stelle,Sotto Le Stelle,
Sik Gaek,Sik Gaek,
Fuyu Ramen,NF,
Chihuahua,Chihuahua,
Quaint,Quaint,
Bliss 46 Bistro,Bliss 46 Bistro,
Brooklyn Dim Sum,NF,
Cousin Larry's,Cousin Larry'S,
Cardamom Indian cuisine,Cardamom Indian Cuisine,
Chez Nous,NF,
I Love Paraguay,I Love Paraguay,
Ziggle Tofu & Grill,NF,
Doma Korean Restaurant,NF,
Bolivian Llama Party,Bolivian Llama Party,
Riko Peruvian Cuisine,Riko Peruvian Cuisine,
Kaprichos,Kaprichos,
Danubius Restaurant,Danubius Restaurant,
Cemitas El Tigre,Cemitas El Tigre,
Jack's Fire Dept,NF,
Curley's Bagels,NF,
Takesushi,Takesushi,
Sofra Mediterranean Grill,Sofra Mediterranean Grill,
Sanger Hall,Sanger Hall,
Limeña Pisco Bar & Restaurant,NF,
Copper Kettle Bar & Restaurant,NF,
Dawa's,Dawa'S,
Souk El Shater,NF,
Floribella Restaurant,NF,
Chakra Cafe,Chakra Cafe,
The Weekender,NF,
Brookside Market,Brookside Market,
Mis Tierras Colombianas,Mis Tierras Colombianas,
Philomena's,Philomena'S,
Wonder Pig KBBQ,Wonder Pig Kbbq,
Ricas Pupusas & Mas,Ricas Pupusas & Mas,
The Brothers Cafe,The Brothers Cafe,
Porta 23,Porta 23,
Queen's Room,Queen'S Room,
Ayy Chihuahua,Ayy Chihuahua,
Tootles & French,Tootles & French,
The Pomeroy,The Pomeroy,
Jack Jones Bar,NF,
Hamido Seafood,NF,
The Ditty,The Ditty,
Taverna Kyclades,Taverna Kyclades,
Loukoumi Taverna,Loukoumi Taverna,
Rivercrest,Rivercrest,
Figlia,Figlia,
Ya Valio,Ya Valio,
HinoMaru Ramen,Hinomaru Ramen,
Tokyo Ya,Tokyo Ya,
Ambrosia Garden,NF,
Ditmars Thai,Ditmars Thai,
Taste of Gyro,Taste Of Gyro,
Acento Latin Kitchen and Bar,NF,
Tru Astoria,Tru Astoria,
KX BURGER AND BEYOND,NF,
Bistro Eloise - French Restaurant,NF,
Via Vai,Via Vai,
Niko's Souvlaki,Niko'S Souvlaki,
Private Room,NF,
Sala Astoria,Sala Astoria,
Mayahuel,Mayahuel,
Mister Everything,NF,
Sotto La Luna,Sotto La Luna,
Little Flower,NF,
Gold Bao,Gold Bao,
Sanfords Astoria,NF,
Susuru Ramen,Susuru Ramen,
Las Catrinas Mexican Bar & Eatery,NF,
Bund Dumpling House,Bund Dumpling House,
Stuff'd,Stuff'D,
Bel Aire Diner,NF,
Sami’s Kebab House,NF,
Arepa Lady,Arepa Lady,
Beebe's,NF,
Nneji,NF,
Beija Flor,NF,
Barrio Taqueria,Barrio Taqueria,
Los Portales,NF,
Botte Bar,Botte Bar,
Tacos Pepe Truck,NF,
Chano's Cantina,Chano'S Cantina,
Hei Tiki & Sushi Bar,NF,
The Buffs,The Buffs,
Kungfu Duck,NF,
Sake Kawa,Sake Kawa,
S Meat & Hueso,NF,
Wonder,Wonder,
Chela & Garnacha,Chela & Garnacha,
